gene_id,log2fc,p.adj
jgi|TrebA12_1|1093|rna-gnl|WGS:VXIU|FRX49_04340-mRNA-1_mrna_FRX49_04340,1.524120809,0.001681111
jgi|TrebA12_1|10998|rna-gnl|WGS:VXIU|FRX49_02199-mRNA-1_mrna_FRX49_02199,1.003640608,0.006833271
jgi|TrebA12_1|11013|rna-gnl|WGS:VXIU|FRX49_02564-mRNA-1_mrna_FRX49_02564,1.823480774,0.003252923
jgi|TrebA12_1|11044|rna-gnl|WGS:VXIU|FRX49_02558-mRNA-1_mrna_FRX49_02558,0.564180757,0.006673783
jgi|TrebA12_1|11067|rna-gnl|WGS:VXIU|FRX49_02421-mRNA-1_mrna_FRX49_02421,1.954477128,0.003395184
jgi|TrebA12_1|11157|rna-gnl|WGS:VXIU|FRX49_02102-mRNA-1_mrna_FRX49_02102,1.783982335,0.007177411
jgi|TrebA12_1|11245|rna-gnl|WGS:VXIU|FRX49_02521-mRNA-1_mrna_FRX49_02521,1.681107525,0.009903874
jgi|TrebA12_1|11327|rna-gnl|WGS:VXIU|FRX49_02424-mRNA-1_mrna_FRX49_02424,4.820032587,0.002535614
jgi|TrebA12_1|11401|rna-gnl|WGS:VXIU|FRX49_11403-mRNA-1_mrna_FRX49_11403,2.491149525,0.003158985
jgi|TrebA12_1|11558|rna-gnl|WGS:VXIU|FRX49_11542-mRNA-1_mrna_FRX49_11542,1.778441541,0.006926646
jgi|TrebA12_1|11669|rna-gnl|WGS:VXIU|FRX49_11711-mRNA-1_mrna_FRX49_11711,0.200590945,0.006419707
jgi|TrebA12_1|11790|rna-gnl|WGS:VXIU|FRX49_11759-mRNA-1_mrna_FRX49_11759,2.346219008,0.004547525
jgi|TrebA12_1|11914|rna-gnl|WGS:VXIU|FRX49_11891-mRNA-1_mrna_FRX49_11891,0.577292795,0.00264784
jgi|TrebA12_1|1198|rna-gnl|WGS:VXIU|FRX49_04208-mRNA-1_mrna_FRX49_04208,2.58004422,0.006926251
jgi|TrebA12_1|12062|rna-gnl|WGS:VXIU|FRX49_02948-mRNA-1_mrna_FRX49_02948,3.722818217,4.28E-05
jgi|TrebA12_1|12195|rna-gnl|WGS:VXIU|FRX49_02785-mRNA-1_mrna_FRX49_02785,0.261067883,0.005637576
jgi|TrebA12_1|12294|rna-gnl|WGS:VXIU|FRX49_12011-mRNA-1_mrna_FRX49_12011,1.132917866,0.008638882
jgi|TrebA12_1|12616|rna-gnl|WGS:VXIU|FRX49_03070-mRNA-1_mrna_FRX49_03070,0.069953601,0.003016142
jgi|TrebA12_1|12703|rna-gnl|WGS:VXIU|FRX49_03246-mRNA-1_mrna_FRX49_03246,2.289130463,0.006534026
jgi|TrebA12_1|12733|rna-gnl|WGS:VXIU|FRX49_03230-mRNA-1_mrna_FRX49_03230,2.16250597,0.007361281
jgi|TrebA12_1|12787|rna-gnl|WGS:VXIU|FRX49_03316-mRNA-1_mrna_FRX49_03316,2.167558678,0.000610824
jgi|TrebA12_1|12830|rna-gnl|WGS:VXIU|FRX49_03154-mRNA-1_mrna_FRX49_03154,3.71596781,0.003992415
jgi|TrebA12_1|12970|rna-gnl|WGS:VXIU|FRX49_12417-mRNA-1_mrna_FRX49_12417,1.217028528,0.004896684
jgi|TrebA12_1|13100|rna-gnl|WGS:VXIU|FRX49_12527-mRNA-1_mrna_FRX49_12527,2.07519868,0.00177799
jgi|TrebA12_1|13321|rna-gnl|WGS:VXIU|FRX49_03818-mRNA-1_mrna_FRX49_03818,2.156353944,0.00754195
jgi|TrebA12_1|13397|rna-gnl|WGS:VXIU|FRX49_03483-mRNA-1_mrna_FRX49_03483,3.861356283,0.005922883
jgi|TrebA12_1|13530|rna-gnl|WGS:VXIU|FRX49_03674-mRNA-1_mrna_FRX49_03674,1.575727768,0.007832703
jgi|TrebA12_1|13752|rna-gnl|WGS:VXIU|FRX49_12686-mRNA-1_mrna_FRX49_12686,1.44421611,0.009331953
jgi|TrebA12_1|13768|rna-gnl|WGS:VXIU|FRX49_12713-mRNA-1_mrna_FRX49_12713,2.942527335,0.000726757
jgi|TrebA12_1|13787|rna-gnl|WGS:VXIU|FRX49_12727-mRNA-1_mrna_FRX49_12727,1.12226931,0.001375156
jgi|TrebA12_1|13824|rna-gnl|WGS:VXIU|FRX49_12763-mRNA-1_mrna_FRX49_12763,2.655955238,0.005050179
jgi|TrebA12_1|1383|rna-gnl|WGS:VXIU|FRX49_04475-mRNA-1_mrna_FRX49_04475,1.378897814,0.002959987
jgi|TrebA12_1|13885|rna-gnl|WGS:VXIU|FRX49_12832-mRNA-1_mrna_FRX49_12832,4.412792728,0.006187449
jgi|TrebA12_1|1464|rna-gnl|WGS:VXIU|FRX49_04601-mRNA-1_mrna_FRX49_04601,2.69011926,0.001099888
jgi|TrebA12_1|1485|rna-gnl|WGS:VXIU|FRX49_04562-mRNA-1_mrna_FRX49_04562,2.676329097,0.004958362
jgi|TrebA12_1|1492|rna-gnl|WGS:VXIU|FRX49_04544-mRNA-1_mrna_FRX49_04544,1.545790102,0.006200951
jgi|TrebA12_1|1568|rna-gnl|WGS:VXIU|FRX49_04398-mRNA-1_mrna_FRX49_04398,0.370887027,0.006357607
jgi|TrebA12_1|1576|rna-gnl|WGS:VXIU|FRX49_04538-mRNA-1_mrna_FRX49_04538,1.751505226,0.007594992
jgi|TrebA12_1|1655|rna-gnl|WGS:VXIU|FRX49_13203-mRNA-1_mrna_FRX49_13203,0.87016687,0.002951499
jgi|TrebA12_1|1687|rna-gnl|WGS:VXIU|FRX49_13243-mRNA-1_mrna_FRX49_13243,1.405731441,0.004592421
jgi|TrebA12_1|1777|rna-gnl|WGS:VXIU|FRX49_04774-mRNA-1_mrna_FRX49_04774,2.603734223,0.000244316
jgi|TrebA12_1|1800|rna-gnl|WGS:VXIU|FRX49_04616-mRNA-1_mrna_FRX49_04616,0.506902374,0.0066718
jgi|TrebA12_1|1837|rna-gnl|WGS:VXIU|FRX49_04714-mRNA-1_mrna_FRX49_04714,2.471919134,0.000698161
jgi|TrebA12_1|1873|rna-gnl|WGS:VXIU|FRX49_04938-mRNA-1_mrna_FRX49_04938,0.067711554,0.006001467
jgi|TrebA12_1|2135|rna-gnl|WGS:VXIU|FRX49_13332-mRNA-1_mrna_FRX49_13332,3.870021383,0.00640071
jgi|TrebA12_1|2139|rna-gnl|WGS:VXIU|FRX49_13336-mRNA-1_mrna_FRX49_13336,2.410950264,0.009062197
jgi|TrebA12_1|2270|rna-gnl|WGS:VXIU|FRX49_04968-mRNA-1_mrna_FRX49_04968,3.869673888,0.000787346
jgi|TrebA12_1|2280|rna-gnl|WGS:VXIU|FRX49_04966-mRNA-1_mrna_FRX49_04966,2.557465517,0.00821352
jgi|TrebA12_1|2282|rna-gnl|WGS:VXIU|FRX49_05218-mRNA-1_mrna_FRX49_05218,4.370248886,0.00310775
jgi|TrebA12_1|2420|rna-gnl|WGS:VXIU|FRX49_05046-mRNA-1_mrna_FRX49_05046,0.882925837,0.001054909
jgi|TrebA12_1|2440|rna-gnl|WGS:VXIU|FRX49_05076-mRNA-1_mrna_FRX49_05076,0.817526843,0.005652424
jgi|TrebA12_1|248|rna-gnl|WGS:VXIU|FRX49_00007-mRNA-1_mrna_FRX49_00007,0.71796992,0.00049038
jgi|TrebA12_1|2653|rna-gnl|WGS:VXIU|FRX49_05392-mRNA-1_mrna_FRX49_05392,2.894710478,0.00910219
jgi|TrebA12_1|2746|rna-gnl|WGS:VXIU|FRX49_05406-mRNA-1_mrna_FRX49_05406,2.670274683,0.009386286
jgi|TrebA12_1|2774|rna-gnl|WGS:VXIU|FRX49_05411-mRNA-1_mrna_FRX49_05411,2.345171253,0.006596335
jgi|TrebA12_1|3017|rna-gnl|WGS:VXIU|FRX49_05752-mRNA-1_mrna_FRX49_05752,1.508801988,0.003100185
jgi|TrebA12_1|3018|rna-gnl|WGS:VXIU|FRX49_05779-mRNA-1_mrna_FRX49_05779,2.407369668,0.001072685
jgi|TrebA12_1|3034|rna-gnl|WGS:VXIU|FRX49_05731-mRNA-1_mrna_FRX49_05731,0.970844416,0.003114324
jgi|TrebA12_1|3038|rna-gnl|WGS:VXIU|FRX49_05489-mRNA-1_mrna_FRX49_05489,0.166961858,0.000653528
jgi|TrebA12_1|3041|rna-gnl|WGS:VXIU|FRX49_05734-mRNA-1_mrna_FRX49_05734,0.375548946,0.006156451
jgi|TrebA12_1|3042|rna-gnl|WGS:VXIU|FRX49_05660-mRNA-1_mrna_FRX49_05660,2.946757774,0.007369175
jgi|TrebA12_1|3404|rna-gnl|WGS:VXIU|FRX49_06192-mRNA-1_mrna_FRX49_06192,0.486175638,0.007763628
jgi|TrebA12_1|344|rna-gnl|WGS:VXIU|FRX49_00258-mRNA-1_mrna_FRX49_00258,2.712476982,0.00176934
jgi|TrebA12_1|3556|rna-gnl|WGS:VXIU|FRX49_06025-mRNA-1_mrna_FRX49_06025,2.067991146,0.005075062
jgi|TrebA12_1|13457|rna-gnl|WGS:VXIU|FRX49_03366-mRNA-1_mrna_FRX49_03366,2.196913892,0.009367459
jgi|TrebA12_1|2708|rna-gnl|WGS:VXIU|FRX49_05353-mRNA-1_mrna_FRX49_05353,0.212628277,0.021307727
jgi|TrebA12_1|2770|rna-gnl|WGS:VXIU|FRX49_05410-mRNA-1_mrna_FRX49_05410,4.900268154,0.01639883
jgi|TrebA12_1|2778|rna-gnl|WGS:VXIU|FRX49_05403-mRNA-1_mrna_FRX49_05403,2.301855152,0.000762544
jgi|TrebA12_1|5978|rna-gnl|WGS:VXIU|FRX49_07892-mRNA-1_mrna_FRX49_07892,3.15197452,0.011930564
jgi|TrebA12_1|1042|rna-gnl|WGS:VXIU|FRX49_04205-mRNA-1_mrna_FRX49_04205,-4.15988371,0.030891926
jgi|TrebA12_1|10570|rna-gnl|WGS:VXIU|FRX49_02552-mRNA-1_mrna_FRX49_02552,-4.402655422,0.034927305
jgi|TrebA12_1|10573|rna-gnl|WGS:VXIU|FRX49_01972-mRNA-1_mrna_FRX49_01972,-4.034138201,0.017622433
jgi|TrebA12_1|10676|rna-gnl|WGS:VXIU|FRX49_02629-mRNA-1_mrna_FRX49_02629,-4.171554476,0.017976529
jgi|TrebA12_1|11140|rna-gnl|WGS:VXIU|FRX49_02416-mRNA-1_mrna_FRX49_02416,-0.792064428,0.001344167
jgi|TrebA12_1|11188|rna-gnl|WGS:VXIU|FRX49_02145-mRNA-1_mrna_FRX49_02145,-0.318270321,0.031647639
jgi|TrebA12_1|11423|rna-gnl|WGS:VXIU|FRX49_11424-mRNA-1_mrna_FRX49_11424,-4.481330456,0.04164636
jgi|TrebA12_1|11631|rna-gnl|WGS:VXIU|FRX49_11654-mRNA-1_mrna_FRX49_11654,-0.020395635,0.030504036
jgi|TrebA12_1|12247|rna-gnl|WGS:VXIU|FRX49_11964-mRNA-1_mrna_FRX49_11964,-1.756996549,0.021763687
jgi|TrebA12_1|12248|rna-gnl|WGS:VXIU|FRX49_11964-mRNA-2_mrna_FRX49_11964,-0.166601405,0.006295994
jgi|TrebA12_1|12249|rna-gnl|WGS:VXIU|FRX49_11983-mRNA-1_mrna_FRX49_11983,-3.856234991,0.049873572
jgi|TrebA12_1|12387|rna-gnl|WGS:VXIU|FRX49_12135-mRNA-1_mrna_FRX49_12135,-3.819695303,0.02765701
jgi|TrebA12_1|12631|rna-gnl|WGS:VXIU|FRX49_03146-mRNA-1_mrna_FRX49_03146,-3.414336056,0.017506634
jgi|TrebA12_1|12658|rna-gnl|WGS:VXIU|FRX49_03130-mRNA-1_mrna_FRX49_03130,-4.065739765,0.012487079
jgi|TrebA12_1|12835|rna-gnl|WGS:VXIU|FRX49_03312-mRNA-1_mrna_FRX49_03312,-3.840457029,0.019784962
jgi|TrebA12_1|12990|rna-gnl|WGS:VXIU|FRX49_12402-mRNA-1_mrna_FRX49_12402,-3.98833188,0.014239933
jgi|TrebA12_1|13461|rna-gnl|WGS:VXIU|FRX49_03422-mRNA-1_mrna_FRX49_03422,-2.960895014,0.04772223
jgi|TrebA12_1|13916|rna-gnl|WGS:VXIU|FRX49_12849-mRNA-1_mrna_FRX49_12849,-4.978321458,0.020220275
jgi|TrebA12_1|1530|rna-gnl|WGS:VXIU|FRX49_04442-mRNA-1_mrna_FRX49_04442,-2.460527493,0.041252059
jgi|TrebA12_1|1541|rna-gnl|WGS:VXIU|FRX49_04529-mRNA-1_mrna_FRX49_04529,-2.19191742,0.024033705
jgi|TrebA12_1|1601|rna-gnl|WGS:VXIU|FRX49_04537-mRNA-1_mrna_FRX49_04537,-2.483042373,0.026917335
jgi|TrebA12_1|1724|rna-gnl|WGS:VXIU|FRX49_13272-mRNA-1_mrna_FRX49_13272,-3.431558283,0.002858091
jgi|TrebA12_1|2050|rna-gnl|WGS:VXIU|FRX49_04736-mRNA-1_mrna_FRX49_04736,-0.023959927,0.048508122
jgi|TrebA12_1|2638|rna-gnl|WGS:VXIU|FRX49_05423-mRNA-1_mrna_FRX49_05423,-1.235085301,0.006158625
jgi|TrebA12_1|2846|rna-gnl|WGS:VXIU|FRX49_13556-mRNA-1_mrna_FRX49_13556,-2.344502994,0.004219711
jgi|TrebA12_1|333|rna-gnl|WGS:VXIU|FRX49_00302-mRNA-1_mrna_FRX49_00302,-4.293127646,0.044909916
jgi|TrebA12_1|4021|rna-gnl|WGS:VXIU|FRX49_13730-mRNA-1_mrna_FRX49_13730,-1.767073077,0.00631253
jgi|TrebA12_1|4022|rna-gnl|WGS:VXIU|FRX49_13731-mRNA-1_mrna_FRX49_13731,-3.751019399,0.013730331
jgi|TrebA12_1|4253|rna-gnl|WGS:VXIU|FRX49_06553-mRNA-1_mrna_FRX49_06553,-0.965324937,0.037771615
jgi|TrebA12_1|4353|rna-gnl|WGS:VXIU|FRX49_00949-mRNA-1_mrna_FRX49_00949,-4.899476358,0.04389529
jgi|TrebA12_1|4446|rna-gnl|WGS:VXIU|FRX49_00690-mRNA-1_mrna_FRX49_00690,-3.572795378,0.047343417
jgi|TrebA12_1|4473|rna-gnl|WGS:VXIU|FRX49_00946-mRNA-1_mrna_FRX49_00946,-3.65303133,0.00125599
jgi|TrebA12_1|4562|rna-gnl|WGS:VXIU|FRX49_00657-mRNA-1_mrna_FRX49_00657,-1.532164413,0.027861009
jgi|TrebA12_1|4859|rna-gnl|WGS:VXIU|FRX49_06694-mRNA-1_mrna_FRX49_06694,-1.089619839,0.00648496
jgi|TrebA12_1|4917|rna-gnl|WGS:VXIU|FRX49_06724-mRNA-1_mrna_FRX49_06724,-2.952158743,0.014779278
jgi|TrebA12_1|497|rna-gnl|WGS:VXIU|FRX49_00134-mRNA-1_mrna_FRX49_00134,-4.615897486,0.004824696
jgi|TrebA12_1|5000|rna-gnl|WGS:VXIU|FRX49_07106-mRNA-1_mrna_FRX49_07106,-2.727536694,0.031766313
jgi|TrebA12_1|5022|rna-gnl|WGS:VXIU|FRX49_06920-mRNA-1_mrna_FRX49_06920,-1.084427352,0.023441694
jgi|TrebA12_1|5028|rna-gnl|WGS:VXIU|FRX49_07074-mRNA-1_mrna_FRX49_07074,-2.590254608,0.023435831
jgi|TrebA12_1|5088|rna-gnl|WGS:VXIU|FRX49_07197-mRNA-1_mrna_FRX49_07197,-0.473353424,0.009540459
jgi|TrebA12_1|1001|rna-gnl|WGS:VXIU|FRX49_04351-mRNA-1_mrna_FRX49_04351,-3.911887524,0.007217509
jgi|TrebA12_1|10043|rna-gnl|WGS:VXIU|FRX49_10817-mRNA-1_mrna_FRX49_10817,3.725023891,0.001824345
jgi|TrebA12_1|1020|rna-gnl|WGS:VXIU|FRX49_04197-mRNA-1_mrna_FRX49_04197,0.715847788,0.007573498
jgi|TrebA12_1|10702|rna-gnl|WGS:VXIU|FRX49_02402-mRNA-1_mrna_FRX49_02402,3.323339997,0.009829364
jgi|TrebA12_1|12072|rna-gnl|WGS:VXIU|FRX49_02875-mRNA-1_mrna_FRX49_02875,-4.041249994,0.008235586
jgi|TrebA12_1|12969|rna-gnl|WGS:VXIU|FRX49_12401-mRNA-1_mrna_FRX49_12401,1.613166789,0.002446384
jgi|TrebA12_1|13437|rna-gnl|WGS:VXIU|FRX49_03758-mRNA-1_mrna_FRX49_03758,-2.621564483,0.001211641
jgi|TrebA12_1|1344|rna-gnl|WGS:VXIU|FRX49_13143-mRNA-1_mrna_FRX49_13143,2.518558302,0.000916407
jgi|TrebA12_1|13457|rna-gnl|WGS:VXIU|FRX49_03366-mRNA-1_mrna_FRX49_03366,4.435011344,0.004050764
jgi|TrebA12_1|13552|rna-gnl|WGS:VXIU|FRX49_03729-mRNA-1_mrna_FRX49_03729,1.282687853,0.001290053
jgi|TrebA12_1|13857|rna-gnl|WGS:VXIU|FRX49_12795-mRNA-1_mrna_FRX49_12795,3.146630973,0.008632504
jgi|TrebA12_1|1652|rna-gnl|WGS:VXIU|FRX49_13200-mRNA-1_mrna_FRX49_13200,2.326489917,0.009279195
jgi|TrebA12_1|1758|rna-gnl|WGS:VXIU|FRX49_04875-mRNA-1_mrna_FRX49_04875,-4.195803546,0.00750846
jgi|TrebA12_1|2028|rna-gnl|WGS:VXIU|FRX49_04688-mRNA-1_mrna_FRX49_04688,-3.044503054,0.003287032
jgi|TrebA12_1|2030|rna-gnl|WGS:VXIU|FRX49_04857-mRNA-1_mrna_FRX49_04857,-2.022704857,0.007450225
jgi|TrebA12_1|2291|rna-gnl|WGS:VXIU|FRX49_05132-mRNA-1_mrna_FRX49_05132,-2.622170085,0.008256127
jgi|TrebA12_1|2329|rna-gnl|WGS:VXIU|FRX49_04994-mRNA-1_mrna_FRX49_04994,-3.288163922,0.00391452
jgi|TrebA12_1|2708|rna-gnl|WGS:VXIU|FRX49_05353-mRNA-1_mrna_FRX49_05353,-0.842014034,0.00334667
jgi|TrebA12_1|2770|rna-gnl|WGS:VXIU|FRX49_05410-mRNA-1_mrna_FRX49_05410,0.916832387,0.007102928
jgi|TrebA12_1|2778|rna-gnl|WGS:VXIU|FRX49_05403-mRNA-1_mrna_FRX49_05403,1.890394432,0.004991115
jgi|TrebA12_1|1001|rna-gnl|WGS:VXIU|FRX49_04351-mRNA-1_mrna_FRX49_04351,-0.52077695,0.004759133
jgi|TrebA12_1|100|rna-gnl|WGS:VXIU|FRX49_00018-mRNA-1_mrna_FRX49_00018,-2.517206904,0.005184798
jgi|TrebA12_1|10113|rna-gnl|WGS:VXIU|FRX49_10923-mRNA-1_mrna_FRX49_10923,-2.955966997,0.004579627
jgi|TrebA12_1|10190|rna-gnl|WGS:VXIU|FRX49_11031-mRNA-1_mrna_FRX49_11031,-3.718903782,0.007531705
jgi|TrebA12_1|1020|rna-gnl|WGS:VXIU|FRX49_04197-mRNA-1_mrna_FRX49_04197,4.817889386,0.007588383
jgi|TrebA12_1|10226|rna-gnl|WGS:VXIU|FRX49_11090-mRNA-1_mrna_FRX49_11090,2.096348037,0.001421538
jgi|TrebA12_1|10248|rna-gnl|WGS:VXIU|FRX49_11056-mRNA-1_mrna_FRX49_11056,3.226784717,0.008515227
jgi|TrebA12_1|10255|rna-gnl|WGS:VXIU|FRX49_11098-mRNA-1_mrna_FRX49_11098,-4.36553773,0.0014387
jgi|TrebA12_1|10284|rna-gnl|WGS:VXIU|FRX49_11135-mRNA-1_mrna_FRX49_11135,1.60398653,0.00983923
jgi|TrebA12_1|10373|rna-gnl|WGS:VXIU|FRX49_11219-mRNA-1_mrna_FRX49_11219,0.363166081,0.004668473
jgi|TrebA12_1|10377|rna-gnl|WGS:VXIU|FRX49_11188-mRNA-1_mrna_FRX49_11188,0.093005965,0.008843962
jgi|TrebA12_1|10424|rna-gnl|WGS:VXIU|FRX49_11291-mRNA-1_mrna_FRX49_11291,-0.676402096,0.005828851
jgi|TrebA12_1|10427|rna-gnl|WGS:VXIU|FRX49_11266-mRNA-1_mrna_FRX49_11266,-0.616770741,0.001522422
jgi|TrebA12_1|1042|rna-gnl|WGS:VXIU|FRX49_04205-mRNA-1_mrna_FRX49_04205,-3.678952348,0.008436385
jgi|TrebA12_1|10439|rna-gnl|WGS:VXIU|FRX49_11254-mRNA-1_mrna_FRX49_11254,-1.959350375,0.003938499
jgi|TrebA12_1|10540|rna-gnl|WGS:VXIU|FRX49_11322-mRNA-1_mrna_FRX49_11322,3.159119936,0.001972093
jgi|TrebA12_1|10570|rna-gnl|WGS:VXIU|FRX49_02552-mRNA-1_mrna_FRX49_02552,0.303156318,0.009639912
jgi|TrebA12_1|10573|rna-gnl|WGS:VXIU|FRX49_01972-mRNA-1_mrna_FRX49_01972,1.898380197,0.003314715
jgi|TrebA12_1|10583|rna-gnl|WGS:VXIU|FRX49_02513-mRNA-1_mrna_FRX49_02513,1.103319973,0.008380274
jgi|TrebA12_1|10597|rna-gnl|WGS:VXIU|FRX49_02076-mRNA-1_mrna_FRX49_02076,4.276992483,0.007515478
jgi|TrebA12_1|10600|rna-gnl|WGS:VXIU|FRX49_02392-mRNA-1_mrna_FRX49_02392,-4.439076299,0.008795117
jgi|TrebA12_1|10638|rna-gnl|WGS:VXIU|FRX49_02451-mRNA-1_mrna_FRX49_02451,-4.495445914,0.000704936
jgi|TrebA12_1|10668|rna-gnl|WGS:VXIU|FRX49_02244-mRNA-1_mrna_FRX49_02244,-1.564937013,0.008431806
jgi|TrebA12_1|10676|rna-gnl|WGS:VXIU|FRX49_02629-mRNA-1_mrna_FRX49_02629,0.548955151,0.002425485
jgi|TrebA12_1|10717|rna-gnl|WGS:VXIU|FRX49_02369-mRNA-1_mrna_FRX49_02369,-0.782169616,0.006564384
jgi|TrebA12_1|10721|rna-gnl|WGS:VXIU|FRX49_02765-mRNA-1_mrna_FRX49_02765,-4.138571564,0.001080265
jgi|TrebA12_1|10728|rna-gnl|WGS:VXIU|FRX49_02433-mRNA-1_mrna_FRX49_02433,-2.743080163,0.004015892
jgi|TrebA12_1|1080|rna-gnl|WGS:VXIU|FRX49_04312-mRNA-1_mrna_FRX49_04312,0.243091814,0.000601525
jgi|TrebA12_1|10813|rna-gnl|WGS:VXIU|FRX49_02744-mRNA-1_mrna_FRX49_02744,-1.620036326,0.001628354
jgi|TrebA12_1|10835|rna-gnl|WGS:VXIU|FRX49_02567-mRNA-1_mrna_FRX49_02567,-2.803693519,0.009382064
jgi|TrebA12_1|10878|rna-gnl|WGS:VXIU|FRX49_02138-mRNA-1_mrna_FRX49_02138,3.895392835,0.008532166
jgi|TrebA12_1|10927|rna-gnl|WGS:VXIU|FRX49_02453-mRNA-1_mrna_FRX49_02453,-1.051626971,0.009121264
jgi|TrebA12_1|1093|rna-gnl|WGS:VXIU|FRX49_04340-mRNA-1_mrna_FRX49_04340,-0.706312407,0.007075664
jgi|TrebA12_1|10982|rna-gnl|WGS:VXIU|FRX49_02052-mRNA-1_mrna_FRX49_02052,4.556411784,0.002733206
jgi|TrebA12_1|10998|rna-gnl|WGS:VXIU|FRX49_02199-mRNA-1_mrna_FRX49_02199,0.936117203,0.005918555
jgi|TrebA12_1|11013|rna-gnl|WGS:VXIU|FRX49_02564-mRNA-1_mrna_FRX49_02564,0.28116164,0.009784731
jgi|TrebA12_1|11028|rna-gnl|WGS:VXIU|FRX49_02289-mRNA-1_mrna_FRX49_02289,-1.412530998,0.003826866
jgi|TrebA12_1|11041|rna-gnl|WGS:VXIU|FRX49_02182-mRNA-1_mrna_FRX49_02182,0.682888855,0.005293299
jgi|TrebA12_1|11044|rna-gnl|WGS:VXIU|FRX49_02558-mRNA-1_mrna_FRX49_02558,4.417465357,0.007864073
jgi|TrebA12_1|11079|rna-gnl|WGS:VXIU|FRX49_01982-mRNA-1_mrna_FRX49_01982,-4.205328741,0.004242902
jgi|TrebA12_1|11140|rna-gnl|WGS:VXIU|FRX49_02416-mRNA-1_mrna_FRX49_02416,4.835151762,0.008586495
jgi|TrebA12_1|11157|rna-gnl|WGS:VXIU|FRX49_02102-mRNA-1_mrna_FRX49_02102,-1.795407874,0.000969882
jgi|TrebA12_1|11188|rna-gnl|WGS:VXIU|FRX49_02145-mRNA-1_mrna_FRX49_02145,1.040939856,0.009132745
jgi|TrebA12_1|11205|rna-gnl|WGS:VXIU|FRX49_02442-mRNA-1_mrna_FRX49_02442,2.556250999,0.004214957
jgi|TrebA12_1|11208|rna-gnl|WGS:VXIU|FRX49_02315-mRNA-1_mrna_FRX49_02315,-4.330629252,0.001665002
jgi|TrebA12_1|11245|rna-gnl|WGS:VXIU|FRX49_02521-mRNA-1_mrna_FRX49_02521,0.210344086,0.00142046
jgi|TrebA12_1|11252|rna-gnl|WGS:VXIU|FRX49_01985-mRNA-1_mrna_FRX49_01985,-2.490233183,0.000358215
jgi|TrebA12_1|11327|rna-gnl|WGS:VXIU|FRX49_02424-mRNA-1_mrna_FRX49_02424,3.336601169,0.003803973
jgi|TrebA12_1|11343|rna-gnl|WGS:VXIU|FRX49_02210-mRNA-1_mrna_FRX49_02210,2.003381397,0.009710248
jgi|TrebA12_1|11368|rna-gnl|WGS:VXIU|FRX49_02365-mRNA-1_mrna_FRX49_02365,1.28561269,0.000677235
jgi|TrebA12_1|11379|rna-gnl|WGS:VXIU|FRX49_02719-mRNA-1_mrna_FRX49_02719,2.239345678,0.009253857
jgi|TrebA12_1|11386|rna-gnl|WGS:VXIU|FRX49_01988-mRNA-1_mrna_FRX49_01988,-1.917327093,0.004986635
jgi|TrebA12_1|11387|rna-gnl|WGS:VXIU|FRX49_02735-mRNA-1_mrna_FRX49_02735,2.310906264,0.000734126
